location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course,city,property_type
Gosainganj,1500.0,1348500.0,INR,,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. It has an area of 1500 sqft and is priced at Rs. 13.48 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.3,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,Lucknow,plot
Mohanlalganj,1250.0,1123750.0,INR,,1.0,1.0,"A plot property is available for sale in Gangotri Infra Estate City, Mohanlalganj, Lucknow. It has an area of 1250 sqft and is priced at Rs. 11.24 lac (negotiable). Its entry is east facing. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.3,6.6,123.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,Lucknow,plot
Gosainganj,1000.0,699000.0,INR,,1.0,1.0,"1000sqft land for sale in gangotri city, near new jail road, lucknow

price is 6.99 lakhhhs only
100 meter wide main road 

immediate registry and possession",1.0,east,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,1.0,,,,Lucknow,plot
Lucknow Faizabad Road,1000.0,699000.0,INR,,1.0,0.0,"A plot is available at a prime location in Lucknow Faizabad Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,Lucknow,plot
Faizabad Road,1250.0,1875000.0,INR,,1.0,1.0,"1250 residential plot for sale in a developed colony behind hind hospital, safedabad, lucknow.
Rate is 1500 per sqft.
Immediate registry and possession.
 200 meter from faizabad highway.
gated colony",1.0,east,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,Lucknow,plot
Semra,1200.0,3600000.0,INR,,0.0,1.0,"A plot property is available for sale in Semra, Lucknow. It has an area of 1200 sqft and is priced at Rs. 36.00 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,east,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,Lucknow,plot
Arjunganj,1250.0,3375000.0,INR,,0.0,1.0,"This plot is situated in Arjunganj. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,west,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,Lucknow,plot
Arjunganj,1000.0,2700000.0,INR,,0.0,1.0,"1000 sqft. residential plot for sale in Arjunganj, Lucknow
The price quoted for this property is 27 lacs.
east facing plot available.
immediate registry and possession",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,Lucknow,plot
Mohanlalganj,1500.0,1048500.0,INR,,1.0,0.0,"This plot is available for sale and is located in the heart of Mohanlalganj. It has a salable area of 1500 sqft and is available at a price of Rs. 699 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,east,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.3,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,Lucknow,plot
Gosainganj,1250.0,873750.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1250 sqft and is priced at Rs. 8.74 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,east,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,Lucknow,plot
Lucknow Sultanpur Road,1000.0,699000.0,INR,,1.0,1.0,"This plot is situated in Lucknow Sultanpur Road. It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1.0,west,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,Lucknow,plot
Lucknow Sultanpur Road,1000.0,1000000.0,INR,,1.0,1.0,"This plot is situated in Lucknow Sultanpur Road, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,000 per sqft. The plot provides an excellent view as it overlooks the road. The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,Lucknow,plot
Arjunganj,1000.0,999000.0,INR,,1.0,1.0,"A plot property is available for sale in Arjunganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,Lucknow,plot
Cantonment,1000.0,999000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Cantonment. It is a pool facing property. The property is available on freehold. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,Lucknow,plot
sultanpur road near shaheed pa,1000.0,999000.0,INR,,1.0,1.0,"This plot is situated in sultanpur road near shaheed pa, Lucknow. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
Arjunganj,1000.0,1450000.0,INR,,1.0,1.0,"A plot property is available for sale in Arjunganj, Lucknow. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
sultanpur road near shaheed pa,1000.0,1450000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of sultanpur road near shaheed pa. It has a salable area of 1000 sqft and is available at a price of Rs. 1,450 per sqft. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,Lucknow,plot
cantt Road,1000.0,1450000.0,INR,,1.0,1.0,"This plot is situated in cantt Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 14.50 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
cantt Road,1000.0,1450000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of cantt Road. It has an area of 1000 sqft and is priced at Rs. 14.50 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,Lucknow,plot
Gosainganj,1000.0,419000.0,INR,,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
sultanpur road near shaheed pa,1000.0,999000.0,INR,,1.0,1.0,It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. It is east facing property. The property is available on freehold. The site is in close proximity to various civic utilities. Kindly call us for details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,Lucknow,plot
Cantonment,1000.0,999000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Cantonment. It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
Gosainganj,1000.0,999000.0,INR,,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
sultanpur road near shaheed pa,1000.0,999000.0,INR,,1.0,1.0,"A plot is available at a prime location in sultanpur road near shaheed pa. It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
Cantonment,1000.0,999000.0,INR,,1.0,1.0,"A plot property is available for sale in Cantonment, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 999 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
Gomti Nagar,1000.0,1450000.0,INR,,1.0,1.0,"A plot property is available for sale in Gomti Nagar, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,450 per sqft. The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.5,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
Canal Ring Road,1000.0,1450000.0,INR,,1.0,1.0,"It has a salable area of 1000 sqft and is available at a price of Rs. 1,450 per sqft. The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
Arjunganj,1000.0,1450000.0,INR,,1.0,1.0,"This plot is situated in Arjunganj. It has an area of 1000 sqft and is priced at Rs. 14.50 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
ahmamau,1000.0,1450000.0,INR,,1.0,1.0,"A plot is available for sale in ahmamau, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 1,450 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lucknow,plot
